번호,시간,회사명,종목코드,공시제목,제출인,접수일자
1084,20:25,금호타이어,073240,감사보고서 제출,금호타이어,2020-03-27
1083,18:56,부산주공,005030,[정정]감사보고서 제출,부산주공,2020-03-27
1082,18:56,한창,005110,불성실공시법인지정예고,유가증권시장본부,2020-03-27
1081,18:52,한진칼,180640,정기주주총회결과,한진칼,2020-03-27
1080,18:48,부산주공,005030,감사보고서 제출[정],부산주공,2020-03-27
1079,18:48,지코,010580,[정정]감사보고서 제출,지코,2020-03-27
1078,18:40,한창,005110,[정정]타법인주식및출자증권취득결정,한창,2020-03-27
1077,18:38,지코,010580,투자유의안내,유가증권시장본부,2020-03-27
1076,18:15,키위미디어그룹,012170,관리종목지정사유변경,유가증권시장본부,2020-03-27
1075,18:14,한국종합기술,023350,[정정]단일판매ㆍ공급계약체결,한국종합기술,2020-03-27
1074,18:13,한국종합기술,023350,정기주주총회결과,한국종합기술,2020-03-27
1073,18:07,,999990,자기주식매매 신청내역(유가증권시장),유가증권시장본부,2020-03-27
1072,18:07,지코,010580,감사보고서 제출[정],지코,2020-03-27
1071,18:06,폴루스바이오팜,007630,투자유의안내,유가증권시장본부,2020-03-27
1070,18:06,,999990,일일 회전율 상위 20종목-ELW포함(유가증권시장),유가증권시장본부,2020-03-27
1069,18:05,,999990,대량매매내역(유가증권시장),유가증권시장본부,2020-03-27
1068,18:05,,999990,일일 회전율 상위 20종목-ELW제외(유가증권시장),유가증권시장본부,2020-03-27
1067,18:05,,999990,자기주식매매 체결내역(유가증권시장),유가증권시장본부,2020-03-27
1066,18:03,금호타이어,073240,정기주주총회결과,금호타이어,2020-03-27
1065,18:02,서연,007860,정기주주총회결과,서연,2020-03-27
1064,18:02,롯데정보통신,286940,정기주주총회결과,롯데정보통신,2020-03-27
1063,18:00,삼호,001880,증권신고서(합병),삼호,2020-03-27
1062,17:59,대한유화,006650,[연결포함]사업보고서(일반법인),대한유화,2020-03-27
1061,17:59,폴루스바이오팜,007630,감사보고서 제출,폴루스바이오팜,2020-03-27
1060,17:59,한진칼,180640,[정정]현금ㆍ현물 배당 결정,한진칼,2020-03-27
1059,17:59,롯데지주,004990,정기주주총회결과,롯데지주,2020-03-27
1058,17:57,한국콜마홀딩스,024720,타인에대한담보제공결정(자회사의 주요경영사항),한국콜마홀딩스,2020-03-27
1057,17:56,대한전선,001440,[연결포함]사업보고서(일반법인),대한전선,2020-03-27
1056,17:56,롯데정보통신,286940,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데정보통신,2020-03-27
1055,17:55,한화시스템,272210,[연결포함]사업보고서(일반법인),한화시스템,2020-03-27
1054,17:55,대한화섬,003830,정기주주총회결과,대한화섬,2020-03-27
1053,17:55,두산중공업,034020,특수관계인으로부터받은담보,두산중공업,2020-03-27
1052,17:55,롯데정보통신,286940,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데정보통신,2020-03-27
1051,17:55,LS,006260,최대주주등소유주식변동신고서,LS,2020-03-27
1050,17:54,한국종합기술,023350,영업정지,한국종합기술,2020-03-27
1049,17:54,한국종합기술,023350,매매거래정지 및 정지해제(중요내용공시),유가증권시장본부,2020-03-27
1048,17:53,롯데정보통신,286940,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데정보통신,2020-03-27
1047,17:53,한국콜마홀딩스,024720,정기주주총회결과,한국콜마홀딩스,2020-03-27
1046,17:52,한국콜마,161890,정기주주총회결과,한국콜마,2020-03-27
1045,17:52,서연,007860,사외이사의선임ㆍ해임또는중도퇴임에관한신고,서연,2020-03-27
1044,17:52,대한전선,001440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한전선,2020-03-27
1043,17:51,한국콜마,161890,타인에대한담보제공결정,한국콜마,2020-03-27
1042,17:51,한국콜마홀딩스,024720,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국콜마홀딩스,2020-03-27
1041,17:51,흥아해운,003280,대표이사(대표집행임원) 변경(안내공시),흥아해운,2020-03-27
1040,17:51,이수페타시스,007660,정기주주총회결과,이수페타시스,2020-03-27
1039,17:51,디아이동일,001530,주식등의대량보유상황보고서(일반),재단법인 정헌재단,2020-03-27
1038,17:51,한국콜마홀딩스,024720,대표이사(대표집행임원) 변경(안내공시),한국콜마홀딩스,2020-03-27
1037,17:50,대한항공,003490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한항공,2020-03-27
1036,17:50,남양유업,003920,정기주주총회결과,남양유업,2020-03-27
1035,17:50,대한항공,003490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한항공,2020-03-27
1034,17:50,대한전선,001440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한전선,2020-03-27
1033,17:50,비티원,101140,소송등의판결ㆍ결정,비티원,2020-03-27
1032,17:50,대한항공,003490,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한항공,2020-03-27
1031,17:50,한국콜마,161890,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국콜마,2020-03-27
1030,17:50,도화엔지니어링,002150,임원ㆍ주요주주특정증권등소유상황보고서,곽준상,2020-03-27
1029,17:50,JW생명과학,234080,정기주주총회결과,제이더블유생명과학,2020-03-27
1028,17:49,한국콜마,161890,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국콜마,2020-03-27
1027,17:49,롯데제과,280360,임원ㆍ주요주주특정증권등소유상황보고서,이경훤,2020-03-27
1026,17:48,대한전선,001440,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한전선,2020-03-27
1025,17:48,키위미디어그룹,012170,감사보고서 제출,키위미디어그룹,2020-03-27
1024,17:47,흥아해운,003280,[정정]매출액또는손익구조30%(대규모법인은15%)이상변경,흥아해운,2020-03-27
1023,17:47,LG,003550,사외이사의선임ㆍ해임또는중도퇴임에관한신고,LG,2020-03-27
1022,17:46,디아이동일,001530,임원ㆍ주요주주특정증권등소유상황보고서,재단법인 정헌재단,2020-03-27
1021,17:46,도화엔지니어링,002150,임원ㆍ주요주주특정증권등소유상황보고서,오세항,2020-03-27
1020,17:45,셀트리온,068270,동일인등출자계열회사와의상품ㆍ용역거래,셀트리온,2020-03-27
1019,17:45,현대약품,004310,주식등의대량보유상황보고서(일반),이한구,2020-03-27
1018,17:45,대한항공,003490,정기주주총회결과,대한항공,2020-03-27
1017,17:45,NICE,034310,[정정]사외이사의선임ㆍ해임또는중도퇴임에관한신고,NICE홀딩스,2020-03-27
1016,17:45,흥아해운,003280,정기주주총회결과,흥아해운,2020-03-27
1015,17:44,SPC삼립,005610,주식매수선택권부여에관한신고,SPC삼립,2020-03-27
1014,17:44,지코,010580,조회공시 요구(외부감사의견),유가증권시장본부,2020-03-27
1013,17:44,셀트리온,068270,주식매수선택권부여에관한신고,셀트리온,2020-03-27
1012,17:44,롯데지주,004990,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데지주,2020-03-27
1011,17:44,지코,010580,매매거래정지 및 정지해제(풍문 등 조회공시),유가증권시장본부,2020-03-27
1010,17:42,롯데제과,280360,임원ㆍ주요주주특정증권등소유상황보고서,민명기,2020-03-27
1009,17:42,SK디스커버리,006120,정기주주총회결과,에스케이디스커버리,2020-03-27
1008,17:42,롯데지주,004990,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데지주,2020-03-27
1007,17:42,금호산업,002990,유상증자결정,금호산업,2020-03-27
1006,17:42,삼호,001880,주주총회소집결의,삼호,2020-03-27
1005,17:41,현대자동차,005380,기업설명회(IR) 개최(안내공시),현대자동차,2020-03-27
1004,17:41,케이티,030200,임원ㆍ주요주주특정증권등소유상황보고서,박종열,2020-03-27
1003,17:39,롯데지주,004990,대표이사(대표집행임원) 변경(안내공시),롯데지주,2020-03-27
1002,17:39,예스코홀딩스,015360,주주총회소집결의,예스코홀딩스,2020-03-27
1001,17:39,현대자동차,005380,기업설명회(IR) 개최(안내공시),현대자동차,2020-03-27
1000,17:38,에쓰씨엔지니어링,023960,임원ㆍ주요주주특정증권등소유상황보고서,장정호,2020-03-27
999,17:38,신한지주,055550,[정정]자기주식 취득 결정,신한금융지주회사,2020-03-27
998,17:37,LG,003550,정기주주총회결과,LG,2020-03-27
997,17:37,LG화학,051910,임원ㆍ주요주주특정증권등소유상황보고서,황영신,2020-03-27
996,17:37,SK디스커버리,006120,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스케이디스커버리,2020-03-27
995,17:36,유화증권,003460,최대주주등소유주식변동신고서,유화증권,2020-03-27
994,17:36,대한화섬,003830,동일인등출자계열회사와의상품ㆍ용역거래,대한화섬,2020-03-27
993,17:36,SK디스커버리,006120,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에스케이디스커버리,2020-03-27
992,17:36,도화엔지니어링,002150,[연결포함]사업보고서(일반법인),도화엔지니어링,2020-03-27
991,17:35,케이티,030200,임원ㆍ주요주주특정증권등소유상황보고서,안창용,2020-03-27
990,17:35,셀트리온,068270,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀트리온,2020-03-27
989,17:35,GS건설,006360,정기주주총회결과,지에스건설,2020-03-27
988,17:34,롯데푸드,002270,[정정]신규시설투자등,롯데푸드,2020-03-27
987,17:34,셀트리온,068270,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀트리온,2020-03-27
986,17:34,삼영화학공업,003720,정기주주총회결과,삼영화학공업,2020-03-27
985,17:34,세원셀론텍,091090,주식등의대량보유상황보고서(일반),장정호,2020-03-27
984,17:34,롯데쇼핑,023530,임원ㆍ주요주주특정증권등소유상황보고서,남창희,2020-03-27
983,17:33,셀트리온,068270,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀트리온,2020-03-27
982,17:33,셀트리온,068270,정기주주총회결과,셀트리온,2020-03-27
981,17:33,대림산업,000210,동일인등출자계열회사와의상품ㆍ용역거래,대림산업,2020-03-27
980,17:33,에쓰씨엔지니어링,023960,주식등의대량보유상황보고서(일반),에쓰씨기획,2020-03-27
979,17:33,셀트리온,068270,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀트리온,2020-03-27
978,17:33,고려제강,002240,최대주주등소유주식변동신고서,고려제강,2020-03-27
977,17:32,대림산업,000210,특수관계인에대한자금대여,대림산업,2020-03-27
976,17:32,대한화섬,003830,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한화섬,2020-03-27
975,17:32,현대약품,004310,최대주주등소유주식변동신고서,현대약품,2020-03-27
974,17:32,금호산업,002990,임원ㆍ주요주주특정증권등소유상황보고서,윤병철,2020-03-27
973,17:31,고려제강,002240,임원ㆍ주요주주특정증권등소유상황보고서,홍석표,2020-03-27
972,17:31,대림산업,000210,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대림산업,2020-03-27
971,17:31,케이티,030200,임원ㆍ주요주주특정증권등소유상황보고서,박경원,2020-03-27
970,17:31,한국전자홀딩스,006200,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한국전자홀딩스,2020-03-27
969,17:31,드림텍,192650,임원ㆍ주요주주특정증권등소유상황보고서,서정화,2020-03-27
968,17:31,셀트리온,068270,사외이사의선임ㆍ해임또는중도퇴임에관한신고,셀트리온,2020-03-27
967,17:30,쌍용양회공업,003410,사외이사의선임ㆍ해임또는중도퇴임에관한신고,쌍용양회공업,2020-03-27
966,17:30,AK홀딩스,006840,주식등의대량보유상황보고서(일반),채형석,2020-03-27
965,17:29,대한화섬,003830,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한화섬,2020-03-27
964,17:29,삼호,001880,주식명의개서정지(주주명부폐쇄),삼호,2020-03-27
963,17:29,쌍용양회공업,003410,사외이사의선임ㆍ해임또는중도퇴임에관한신고,쌍용양회공업,2020-03-27
962,17:28,대한방직,001070,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한방직,2020-03-27
961,17:28,현대자동차,005380,임원ㆍ주요주주특정증권등소유상황보고서,김주리,2020-03-27
960,17:28,대림산업,000210,정기주주총회결과,대림산업,2020-03-27
959,17:28,넥스트사이언스,003580,[정정]감사보고서 제출,넥스트사이언스,2020-03-27
958,17:28,태평양물산,007980,정기주주총회결과(정기주주총회 결과 공시),태평양물산,2020-03-27
957,17:28,한국전자홀딩스,006200,대표이사(대표집행임원) 변경(안내공시),한국전자홀딩스,2020-03-27
956,17:27,대한방직,001070,정기주주총회결과,대한방직,2020-03-27
955,17:27,쌍용양회공업,003410,사외이사의선임ㆍ해임또는중도퇴임에관한신고,쌍용양회공업,2020-03-27
954,17:27,유안타증권,003470,[정정][연결포함]일괄신고서(파생결합증권-주가연계증권),유안타증권,2020-03-27
953,17:27,한국전자홀딩스,006200,정기주주총회결과,한국전자홀딩스,2020-03-27
952,17:26,코리안리,003690,정기주주총회결과,코리안리재보험,2020-03-27
951,17:25,케이티,030200,임원ㆍ주요주주특정증권등소유상황보고서,신현옥,2020-03-27
950,17:25,쌍용양회공업,003410,사외이사의선임ㆍ해임또는중도퇴임에관한신고,쌍용양회공업,2020-03-27
949,17:24,유니퀘스트,077500,임원ㆍ주요주주특정증권등소유상황보고서,김태욱,2020-03-27
948,17:24,유안타증권,003470,[정정][연결포함]일괄신고서(파생결합사채-주가연계파생결합사채),유안타증권,2020-03-27
947,17:24,크라운제과,264900,주식등의대량보유상황보고서(일반),크라운해태홀딩스,2020-03-27
946,17:24,일성건설,013360,[연결포함]사업보고서(일반법인),일성건설,2020-03-27
945,17:23,유안타증권,003470,[정정][연결포함]일괄신고서(기타파생결합증권),유안타증권,2020-03-27
944,17:23,동화약품,000020,최대주주등소유주식변동신고서,동화약품,2020-03-27
943,17:23,현대자동차,005380,임원ㆍ주요주주특정증권등소유상황보고서,정운철,2020-03-27
942,17:23,NAVER,035420,[정정]주식매수선택권부여에관한신고,네이버,2020-03-27
941,17:23,JW홀딩스,096760,정기주주총회결과,JW홀딩스,2020-03-27
940,17:22,쌍용양회공업,003410,정기주주총회결과,쌍용양회공업,2020-03-27
939,17:22,JW홀딩스,096760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,JW홀딩스,2020-03-27
938,17:21,LG,003550,최대주주등소유주식변동신고서,LG,2020-03-27
937,17:21,JW홀딩스,096760,사외이사의선임ㆍ해임또는중도퇴임에관한신고,JW홀딩스,2020-03-27
936,17:21,대림씨엔에스,004440,정기주주총회결과,대림씨엔에스,2020-03-27
935,17:20,코리안리,003690,임원ㆍ주요주주특정증권등소유상황보고서,송영흡,2020-03-27
934,17:20,롯데제과,280360,최대주주등소유주식변동신고서,롯데제과,2020-03-27
933,17:20,유안타증권,003470,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유안타증권,2020-03-27
932,17:20,현대자동차,005380,임원ㆍ주요주주특정증권등소유상황보고서,박동일,2020-03-27
931,17:20,사조산업,007160,최대주주등소유주식변동신고서,사조산업,2020-03-27
930,17:19,NAVER,035420,[정정]주식매수선택권부여에관한신고,네이버,2020-03-27
929,17:19,휠라홀딩스,081660,[연결포함]사업보고서(일반법인),휠라홀딩스,2020-03-27
928,17:18,롯데쇼핑,023530,임원ㆍ주요주주특정증권등소유상황보고서,문영표,2020-03-27
927,17:17,SK가스,018670,타법인 주식 및 출자증권 취득결정(종속회사의 주요경영사항),SK가스,2020-03-27
926,17:17,유안타증권,003470,[정정][연결포함]일괄신고서(기타파생결합사채),유안타증권,2020-03-27
925,17:17,동양,001520,단기과열종목(10거래일 단일가매매) 지정(동양3우B),유가증권시장본부,2020-03-27
924,17:17,대한해운,005880,주식등의대량보유상황보고서(일반),티케이케미칼,2020-03-27
923,17:16,사조산업,007160,주식등의대량보유상황보고서(일반),주진우,2020-03-27
922,17:16,유안타증권,003470,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유안타증권,2020-03-27
921,17:16,대한방직,001070,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한방직,2020-03-27
920,17:16,유화증권,003460,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유화증권,2020-03-27
919,17:15,현대자동차,005380,임원ㆍ주요주주특정증권등소유상황보고서,송시철,2020-03-27
918,17:15,크라운제과,264900,최대주주등소유주식변동신고서,크라운제과,2020-03-27
917,17:15,SK가스,018670,유상증자결정(종속회사의 주요경영사항),SK가스,2020-03-27
916,17:15,씨아이테크,004920,[정정]유상증자결정,씨아이테크,2020-03-27
915,17:14,이수화학,005950,사외이사의선임ㆍ해임또는중도퇴임에관한신고,이수화학,2020-03-27
914,17:13,한솔홀딩스,004150,최대주주등소유주식변동신고서,한솔홀딩스,2020-03-27
913,17:13,SK가스,018670,타법인 주식 및 출자증권 취득결정(종속회사의 주요경영사항),SK가스,2020-03-27
912,17:13,LG,003550,주식등의대량보유상황보고서(일반),학교법인 LG연암학원,2020-03-27
911,17:13,유화증권,003460,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유화증권,2020-03-27
910,17:13,코리안리,003690,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코리안리재보험,2020-03-27
909,17:12,현대자동차,005380,임원ㆍ주요주주특정증권등소유상황보고서,이양기,2020-03-27
908,17:12,사조대림,003960,사외이사의선임ㆍ해임또는중도퇴임에관한신고,사조대림,2020-03-27
907,17:12,한국타이어앤테크놀로지,161390,정기주주총회결과,한국타이어앤테크놀로지,2020-03-27
906,17:12,한솔홀딩스,004150,주식등의대량보유상황보고서(일반),조동길,2020-03-27
905,17:12,유안타증권,003470,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유안타증권,2020-03-27
904,17:11,NAVER,035420,주식매수선택권부여에관한신고,네이버,2020-03-27
903,17:11,코리안리,003690,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코리안리재보험,2020-03-27
902,17:10,롯데칠성음료,005300,사외이사의선임ㆍ해임또는중도퇴임에관한신고,롯데칠성음료,2020-03-27
901,17:10,코리안리,003690,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코리안리재보험,2020-03-27
900,17:10,제일연마,001560,[연결포함]사업보고서(일반법인),제일연마공업,2020-03-27
899,17:10,삼양홀딩스,000070,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
898,17:10,유수홀딩스,000700,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
897,17:10,남광토건,001260,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
896,17:10,대동공업,000490,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
895,17:10,한국주철관공업,000970,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
894,17:10,신풍제지,002870,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
893,17:10,동일제강,002690,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
892,17:10,디아이,003160,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
891,17:10,대웅,003090,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
890,17:10,대림비앤코,005750,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
889,17:10,유안타증권,003470,[투자주의]소수지점ㆍ소수계좌 거래집중 종목(유안타증권우),시장감시위원회,2020-03-27
888,17:10,KC그린홀딩스,009440,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
887,17:10,NH투자증권,005940,[투자주의]소수지점ㆍ소수계좌 거래집중 종목(NH투자증권우),시장감시위원회,2020-03-27
886,17:10,일성건설,013360,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
885,17:10,진양폴리우레탄,010640,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
884,17:10,계룡건설산업,013580,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
883,17:10,이스타코,015020,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
882,17:10,키다리스튜디오,020120,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
881,17:10,코웨이,021240,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
880,17:10,삼원강재,023000,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
879,17:10,인지컨트롤스,023800,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
878,17:10,에쓰씨엔지니어링,023960,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
877,17:10,이구산업,025820,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
876,17:10,한국주강,025890,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
875,17:10,NICE,034310,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
874,17:10,YG PLUS,037270,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
873,17:10,HDC아이콘트롤스,039570,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
872,17:09,대호에이엘,069460,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
871,17:09,DSR제강,069730,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
870,17:09,STX엔진,077970,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
869,17:09,미래에셋생명,085620,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
868,17:09,유니온머티리얼,047400,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
867,17:09,HDC현대EP,089470,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
866,17:09,대한제강,084010,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
865,17:09,기신정기,092440,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
864,17:09,동성코퍼레이션,102260,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
863,17:09,해태제과식품,101530,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
862,17:09,메리츠금융지주,138040,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
861,17:09,화인베스틸,133820,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
860,17:09,금호에이치티,214330,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
859,17:09,JB금융지주,175330,[투자주의]소수지점ㆍ소수계좌 거래집중 종목,시장감시위원회,2020-03-27
858,17:09,유나이티드,033270,[투자주의]투자경고종목 지정예고,시장감시위원회,2020-03-27
857,17:09,흥국화재,000540,투자경고종목 지정(흥국화재2우B),시장감시위원회,2020-03-27
856,17:09,파미셀,005690,투자경고종목 지정,시장감시위원회,2020-03-27
855,17:09,신풍제약,019170,투자경고종목 지정,시장감시위원회,2020-03-27
854,17:09,동화약품,000020,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
853,17:09,KR모터스,000040,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
852,17:09,삼양홀딩스,000070,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
851,17:09,유수홀딩스,000700,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
850,17:09,금호전기,001210,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
849,17:09,남광토건,001260,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
848,17:09,SG충방,001380,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
847,17:09,조비,001550,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
846,17:09,고려산업,002140,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
845,17:09,동일제강,002690,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
844,17:09,사조산업,007160,임원ㆍ주요주주특정증권등소유상황보고서,주지홍,2020-03-27
843,17:09,대웅,003090,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
842,17:09,진양산업,003780,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
841,17:09,대림비앤코,005750,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
840,17:09,대원전선,006340,[투자주의]특정계좌(군) 매매관여 과다종목(대원전선우),시장감시위원회,2020-03-27
839,17:09,유안타증권,003470,[투자주의]특정계좌(군) 매매관여 과다종목(유안타증권우),시장감시위원회,2020-03-27
838,17:09,진양폴리우레탄,010640,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
837,17:09,현대약품,004310,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
836,17:09,삼화전자공업,011230,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
835,17:09,NH투자증권,005940,[투자주의]특정계좌(군) 매매관여 과다종목(NH투자증권우),시장감시위원회,2020-03-27
834,17:09,영화금속,012280,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
833,17:09,AK홀딩스,006840,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
832,17:09,디와이,013570,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
831,17:09,현대종합상사,011760,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
830,17:09,지엠비코리아,013870,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
829,17:09,일성건설,013360,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
828,17:09,인디에프,014990,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
827,17:09,계룡건설산업,013580,[투자주의]특정계좌(군) 매매관여 과다종목,시장감시위원회,2020-03-27
